design_id,censor_model,architecture,architecture_name,architecture_label,architecture_description,architecture_endpoint_pool,architecture_endpoint_rotation_period,architecture_endpoint_rotation_fraction,architecture_protocol_rotation_period,architecture_protocol_diversity,architecture_passive_separability,architecture_probe_confirmation,architecture_discovery_rate,architecture_collateral_weight,architecture_transport_overhead,architecture_provider_controls_plaintext,architecture_provider_controls_delivery,architecture_domestically_permitted,censor_name,censor_label,censor_path_control,censor_endpoint_control,censor_platform_control,censor_adaptive_training,censor_false_positive_cap,censor_probe_budget,censor_block_budget,censor_retrain_interval,censor_block_ttl,censor_reputation_threshold,censor_path_enforcement,censor_platform_filter_rate,network_name,network_label,network_latency_ms,network_jitter_ms,network_loss_rate,network_bandwidth_mbps
design-0060,endpoint_discovery_dominant,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",11,0,0.0,0,0.04192001678681825,0.4383358218639969,0.5695478970639456,0.18215775998983724,0.08,1.1133844308270986,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0006154851598397314,13,16,4,9,2,0.8724138846454784,0.6773229904136746,robustness-mobile,Mobile-like,150.98022479206008,48.0391624338373,0.043228711551559135,17.694778511628897
design-0060,endpoint_discovery_dominant,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,31,5,0.25,4,0.31440012590113686,0.25047761249371253,0.23731162377664397,0.09677130999460104,0.22,1.1531481604994949,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0006154851598397314,13,16,4,9,2,0.8724138846454784,0.6773229904136746,robustness-mobile,Mobile-like,150.98022479206008,48.0391624338373,0.043228711551559135,17.694778511628897
design-0060,endpoint_discovery_dominant,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,132,1,0.35,0,0.0838400335736365,0.40076417998994,0.3480570482057445,0.056924299996824135,0.18,1.2326756198442876,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0006154851598397314,13,16,4,9,2,0.8724138846454784,0.6773229904136746,robustness-mobile,Mobile-like,150.98022479206008,48.0391624338373,0.043228711551559135,17.694778511628897
design-0060,endpoint_discovery_dominant,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,13,0,0.0,0,0.020960008393409123,0.12523880624685627,0.039551937296107335,0.01707728999904724,0.85,0.954329512137513,True,True,True,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0006154851598397314,13,16,4,9,2,0.8724138846454784,0.6773229904136746,robustness-mobile,Mobile-like,150.98022479206008,48.0391624338373,0.043228711551559135,17.694778511628897
design-0060,resource_bounded_composed,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,7,0,0.0,0,0.03144001259011368,0.37571641874056877,0.1423869742659864,0.31308364998253274,0.25,0.9940932418099094,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0006154851598397314,3,5,4,5,4,0.8724138846454784,0.6773229904136746,robustness-mobile,Mobile-like,150.98022479206008,48.0391624338373,0.043228711551559135,17.694778511628897
design-0060,resource_bounded_composed,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",11,0,0.0,0,0.04192001678681825,0.4383358218639969,0.5695478970639456,0.18215775998983724,0.08,1.1133844308270986,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0006154851598397314,3,5,4,5,4,0.8724138846454784,0.6773229904136746,robustness-mobile,Mobile-like,150.98022479206008,48.0391624338373,0.043228711551559135,17.694778511628897
design-0060,resource_bounded_composed,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,31,5,0.25,4,0.31440012590113686,0.25047761249371253,0.23731162377664397,0.09677130999460104,0.22,1.1531481604994949,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0006154851598397314,3,5,4,5,4,0.8724138846454784,0.6773229904136746,robustness-mobile,Mobile-like,150.98022479206008,48.0391624338373,0.043228711551559135,17.694778511628897
design-0060,resource_bounded_composed,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,132,1,0.35,0,0.0838400335736365,0.40076417998994,0.3480570482057445,0.056924299996824135,0.18,1.2326756198442876,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0006154851598397314,3,5,4,5,4,0.8724138846454784,0.6773229904136746,robustness-mobile,Mobile-like,150.98022479206008,48.0391624338373,0.043228711551559135,17.694778511628897
design-0060,resource_bounded_composed,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,13,0,0.0,0,0.020960008393409123,0.12523880624685627,0.039551937296107335,0.01707728999904724,0.85,0.954329512137513,True,True,True,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0006154851598397314,3,5,4,5,4,0.8724138846454784,0.6773229904136746,robustness-mobile,Mobile-like,150.98022479206008,48.0391624338373,0.043228711551559135,17.694778511628897
design-0060,adaptive_composed,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,7,0,0.0,0,0.03144001259011368,0.37571641874056877,0.1423869742659864,0.31308364998253274,0.25,0.9940932418099094,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0006154851598397314,7,13,4,8,3,0.8724138846454784,0.6773229904136746,robustness-mobile,Mobile-like,150.98022479206008,48.0391624338373,0.043228711551559135,17.694778511628897
design-0060,adaptive_composed,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",11,0,0.0,0,0.04192001678681825,0.4383358218639969,0.5695478970639456,0.18215775998983724,0.08,1.1133844308270986,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0006154851598397314,7,13,4,8,3,0.8724138846454784,0.6773229904136746,robustness-mobile,Mobile-like,150.98022479206008,48.0391624338373,0.043228711551559135,17.694778511628897
design-0060,adaptive_composed,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,31,5,0.25,4,0.31440012590113686,0.25047761249371253,0.23731162377664397,0.09677130999460104,0.22,1.1531481604994949,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0006154851598397314,7,13,4,8,3,0.8724138846454784,0.6773229904136746,robustness-mobile,Mobile-like,150.98022479206008,48.0391624338373,0.043228711551559135,17.694778511628897
design-0060,adaptive_composed,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,132,1,0.35,0,0.0838400335736365,0.40076417998994,0.3480570482057445,0.056924299996824135,0.18,1.2326756198442876,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0006154851598397314,7,13,4,8,3,0.8724138846454784,0.6773229904136746,robustness-mobile,Mobile-like,150.98022479206008,48.0391624338373,0.043228711551559135,17.694778511628897
design-0060,adaptive_composed,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,13,0,0.0,0,0.020960008393409123,0.12523880624685627,0.039551937296107335,0.01707728999904724,0.85,0.954329512137513,True,True,True,adaptive_composed,Adaptive composed model,True,True,True,True,0.0006154851598397314,7,13,4,8,3,0.8724138846454784,0.6773229904136746,robustness-mobile,Mobile-like,150.98022479206008,48.0391624338373,0.043228711551559135,17.694778511628897
design-0061,classifier_dominant,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,7,0,0.0,0,0.023474232950116587,0.27672898374932686,0.2170925129852224,0.7138178893456151,0.25,0.9837237788307364,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0007349726998941864,0,0,7,4,4,0.8443610764973788,0.4065259785518836,robustness-mobile,Mobile-like,140.37303041479524,44.66414604107121,0.038638241363311475,8.855414214015735
design-0061,classifier_dominant,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",12,0,0.0,0,0.03129897726682212,0.3228504810408813,0.8683700519408896,0.4153122265283578,0.08,1.1017706322904248,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0007349726998941864,0,0,7,4,4,0.8443610764973788,0.4065259785518836,robustness-mobile,Mobile-like,140.37303041479524,44.66414604107121,0.038638241363311475,8.855414214015735
design-0061,classifier_dominant,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,32,12,0.25,4,0.2347423295011659,0.18448598916621795,0.3618208549753707,0.2206346203431901,0.22,1.141119583443654,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0007349726998941864,0,0,7,4,4,0.8443610764973788,0.4065259785518836,robustness-mobile,Mobile-like,140.37303041479524,44.66414604107121,0.038638241363311475,8.855414214015735
design-0061,classifier_dominant,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,138,3,0.35,0,0.06259795453364424,0.2951775826659487,0.5306705872972104,0.1297850707901118,0.18,1.2198174857501132,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0007349726998941864,0,0,7,4,4,0.8443610764973788,0.4065259785518836,robustness-mobile,Mobile-like,140.37303041479524,44.66414604107121,0.038638241363311475,8.855414214015735
design-0061,classifier_dominant,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,14,0,0.0,0,0.01564948863341106,0.09224299458310897,0.06030347582922845,0.03893552123703354,0.85,0.9443748276775069,True,True,True,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0007349726998941864,0,0,7,4,4,0.8443610764973788,0.4065259785518836,robustness-mobile,Mobile-like,140.37303041479524,44.66414604107121,0.038638241363311475,8.855414214015735
design-0061,endpoint_discovery_dominant,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,7,0,0.0,0,0.023474232950116587,0.27672898374932686,0.2170925129852224,0.7138178893456151,0.25,0.9837237788307364,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0007349726998941864,15,18,7,8,2,0.8443610764973788,0.4065259785518836,robustness-mobile,Mobile-like,140.37303041479524,44.66414604107121,0.038638241363311475,8.855414214015735
design-0061,endpoint_discovery_dominant,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",12,0,0.0,0,0.03129897726682212,0.3228504810408813,0.8683700519408896,0.4153122265283578,0.08,1.1017706322904248,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0007349726998941864,15,18,7,8,2,0.8443610764973788,0.4065259785518836,robustness-mobile,Mobile-like,140.37303041479524,44.66414604107121,0.038638241363311475,8.855414214015735
design-0061,endpoint_discovery_dominant,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,32,12,0.25,4,0.2347423295011659,0.18448598916621795,0.3618208549753707,0.2206346203431901,0.22,1.141119583443654,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0007349726998941864,15,18,7,8,2,0.8443610764973788,0.4065259785518836,robustness-mobile,Mobile-like,140.37303041479524,44.66414604107121,0.038638241363311475,8.855414214015735
design-0061,endpoint_discovery_dominant,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,138,3,0.35,0,0.06259795453364424,0.2951775826659487,0.5306705872972104,0.1297850707901118,0.18,1.2198174857501132,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0007349726998941864,15,18,7,8,2,0.8443610764973788,0.4065259785518836,robustness-mobile,Mobile-like,140.37303041479524,44.66414604107121,0.038638241363311475,8.855414214015735
design-0061,endpoint_discovery_dominant,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,14,0,0.0,0,0.01564948863341106,0.09224299458310897,0.06030347582922845,0.03893552123703354,0.85,0.9443748276775069,True,True,True,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0007349726998941864,15,18,7,8,2,0.8443610764973788,0.4065259785518836,robustness-mobile,Mobile-like,140.37303041479524,44.66414604107121,0.038638241363311475,8.855414214015735
design-0061,resource_bounded_composed,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,7,0,0.0,0,0.023474232950116587,0.27672898374932686,0.2170925129852224,0.7138178893456151,0.25,0.9837237788307364,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0007349726998941864,3,6,7,4,4,0.8443610764973788,0.4065259785518836,robustness-mobile,Mobile-like,140.37303041479524,44.66414604107121,0.038638241363311475,8.855414214015735
design-0061,resource_bounded_composed,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",12,0,0.0,0,0.03129897726682212,0.3228504810408813,0.8683700519408896,0.4153122265283578,0.08,1.1017706322904248,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0007349726998941864,3,6,7,4,4,0.8443610764973788,0.4065259785518836,robustness-mobile,Mobile-like,140.37303041479524,44.66414604107121,0.038638241363311475,8.855414214015735
design-0061,resource_bounded_composed,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,32,12,0.25,4,0.2347423295011659,0.18448598916621795,0.3618208549753707,0.2206346203431901,0.22,1.141119583443654,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0007349726998941864,3,6,7,4,4,0.8443610764973788,0.4065259785518836,robustness-mobile,Mobile-like,140.37303041479524,44.66414604107121,0.038638241363311475,8.855414214015735
design-0061,resource_bounded_composed,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,138,3,0.35,0,0.06259795453364424,0.2951775826659487,0.5306705872972104,0.1297850707901118,0.18,1.2198174857501132,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0007349726998941864,3,6,7,4,4,0.8443610764973788,0.4065259785518836,robustness-mobile,Mobile-like,140.37303041479524,44.66414604107121,0.038638241363311475,8.855414214015735
design-0061,resource_bounded_composed,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,14,0,0.0,0,0.01564948863341106,0.09224299458310897,0.06030347582922845,0.03893552123703354,0.85,0.9443748276775069,True,True,True,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0007349726998941864,3,6,7,4,4,0.8443610764973788,0.4065259785518836,robustness-mobile,Mobile-like,140.37303041479524,44.66414604107121,0.038638241363311475,8.855414214015735
design-0061,adaptive_composed,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,7,0,0.0,0,0.023474232950116587,0.27672898374932686,0.2170925129852224,0.7138178893456151,0.25,0.9837237788307364,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0007349726998941864,8,15,7,7,3,0.8443610764973788,0.4065259785518836,robustness-mobile,Mobile-like,140.37303041479524,44.66414604107121,0.038638241363311475,8.855414214015735
design-0061,adaptive_composed,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",12,0,0.0,0,0.03129897726682212,0.3228504810408813,0.8683700519408896,0.4153122265283578,0.08,1.1017706322904248,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0007349726998941864,8,15,7,7,3,0.8443610764973788,0.4065259785518836,robustness-mobile,Mobile-like,140.37303041479524,44.66414604107121,0.038638241363311475,8.855414214015735
design-0061,adaptive_composed,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,32,12,0.25,4,0.2347423295011659,0.18448598916621795,0.3618208549753707,0.2206346203431901,0.22,1.141119583443654,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0007349726998941864,8,15,7,7,3,0.8443610764973788,0.4065259785518836,robustness-mobile,Mobile-like,140.37303041479524,44.66414604107121,0.038638241363311475,8.855414214015735
design-0061,adaptive_composed,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,138,3,0.35,0,0.06259795453364424,0.2951775826659487,0.5306705872972104,0.1297850707901118,0.18,1.2198174857501132,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0007349726998941864,8,15,7,7,3,0.8443610764973788,0.4065259785518836,robustness-mobile,Mobile-like,140.37303041479524,44.66414604107121,0.038638241363311475,8.855414214015735
design-0061,adaptive_composed,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,14,0,0.0,0,0.01564948863341106,0.09224299458310897,0.06030347582922845,0.03893552123703354,0.85,0.9443748276775069,True,True,True,adaptive_composed,Adaptive composed model,True,True,True,True,0.0007349726998941864,8,15,7,7,3,0.8443610764973788,0.4065259785518836,robustness-mobile,Mobile-like,140.37303041479524,44.66414604107121,0.038638241363311475,8.855414214015735
design-0062,classifier_dominant,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,5,0,0.0,0,0.029047122401754374,0.3680537832571174,0.1679193572319164,0.24768579089916615,0.25,0.9656659078779937,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0029593061908989855,0,0,8,9,4,0.7750277853734349,0.4835459757840137,robustness-mobile,Mobile-like,143.6749202197612,45.714747342651286,0.044003373308109384,15.07271737296335
design-0062,classifier_dominant,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",8,0,0.0,0,0.0387294965356725,0.42939608046663696,0.6716774289276656,0.1441080965231512,0.08,1.081545816823353,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0029593061908989855,0,0,8,9,4,0.7750277853734349,0.4835459757840137,robustness-mobile,Mobile-like,143.6749202197612,45.714747342651286,0.044003373308109384,15.07271737296335
design-0062,classifier_dominant,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,22,7,0.25,4,0.29047122401754377,0.2453691888380783,0.27986559538652733,0.07655742627792408,0.22,1.1201724531384725,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0029593061908989855,0,0,8,9,4,0.7750277853734349,0.4835459757840137,robustness-mobile,Mobile-like,143.6749202197612,45.714747342651286,0.044003373308109384,15.07271737296335
design-0062,classifier_dominant,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,92,2,0.35,0,0.077458993071345,0.39259070214092523,0.4104695399002401,0.04503378016348475,0.18,1.1974257257687122,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0029593061908989855,0,0,8,9,4,0.7750277853734349,0.4835459757840137,robustness-mobile,Mobile-like,143.6749202197612,45.714747342651286,0.044003373308109384,15.07271737296335
design-0062,classifier_dominant,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,9,0,0.0,0,0.01936474826783625,0.12268459441903914,0.046644265897754555,0.013510134049045424,0.85,0.9270392715628739,True,True,True,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0029593061908989855,0,0,8,9,4,0.7750277853734349,0.4835459757840137,robustness-mobile,Mobile-like,143.6749202197612,45.714747342651286,0.044003373308109384,15.07271737296335
design-0062,endpoint_discovery_dominant,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,5,0,0.0,0,0.029047122401754374,0.3680537832571174,0.1679193572319164,0.24768579089916615,0.25,0.9656659078779937,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0029593061908989855,15,18,8,18,2,0.7750277853734349,0.4835459757840137,robustness-mobile,Mobile-like,143.6749202197612,45.714747342651286,0.044003373308109384,15.07271737296335
design-0062,endpoint_discovery_dominant,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",8,0,0.0,0,0.0387294965356725,0.42939608046663696,0.6716774289276656,0.1441080965231512,0.08,1.081545816823353,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0029593061908989855,15,18,8,18,2,0.7750277853734349,0.4835459757840137,robustness-mobile,Mobile-like,143.6749202197612,45.714747342651286,0.044003373308109384,15.07271737296335
design-0062,endpoint_discovery_dominant,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,22,7,0.25,4,0.29047122401754377,0.2453691888380783,0.27986559538652733,0.07655742627792408,0.22,1.1201724531384725,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0029593061908989855,15,18,8,18,2,0.7750277853734349,0.4835459757840137,robustness-mobile,Mobile-like,143.6749202197612,45.714747342651286,0.044003373308109384,15.07271737296335
design-0062,endpoint_discovery_dominant,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,92,2,0.35,0,0.077458993071345,0.39259070214092523,0.4104695399002401,0.04503378016348475,0.18,1.1974257257687122,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0029593061908989855,15,18,8,18,2,0.7750277853734349,0.4835459757840137,robustness-mobile,Mobile-like,143.6749202197612,45.714747342651286,0.044003373308109384,15.07271737296335
design-0062,endpoint_discovery_dominant,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,9,0,0.0,0,0.01936474826783625,0.12268459441903914,0.046644265897754555,0.013510134049045424,0.85,0.9270392715628739,True,True,True,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0029593061908989855,15,18,8,18,2,0.7750277853734349,0.4835459757840137,robustness-mobile,Mobile-like,143.6749202197612,45.714747342651286,0.044003373308109384,15.07271737296335
design-0062,resource_bounded_composed,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,5,0,0.0,0,0.029047122401754374,0.3680537832571174,0.1679193572319164,0.24768579089916615,0.25,0.9656659078779937,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0029593061908989855,3,6,8,9,4,0.7750277853734349,0.4835459757840137,robustness-mobile,Mobile-like,143.6749202197612,45.714747342651286,0.044003373308109384,15.07271737296335
design-0062,resource_bounded_composed,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",8,0,0.0,0,0.0387294965356725,0.42939608046663696,0.6716774289276656,0.1441080965231512,0.08,1.081545816823353,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0029593061908989855,3,6,8,9,4,0.7750277853734349,0.4835459757840137,robustness-mobile,Mobile-like,143.6749202197612,45.714747342651286,0.044003373308109384,15.07271737296335
design-0062,resource_bounded_composed,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,22,7,0.25,4,0.29047122401754377,0.2453691888380783,0.27986559538652733,0.07655742627792408,0.22,1.1201724531384725,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0029593061908989855,3,6,8,9,4,0.7750277853734349,0.4835459757840137,robustness-mobile,Mobile-like,143.6749202197612,45.714747342651286,0.044003373308109384,15.07271737296335
design-0062,resource_bounded_composed,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,92,2,0.35,0,0.077458993071345,0.39259070214092523,0.4104695399002401,0.04503378016348475,0.18,1.1974257257687122,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0029593061908989855,3,6,8,9,4,0.7750277853734349,0.4835459757840137,robustness-mobile,Mobile-like,143.6749202197612,45.714747342651286,0.044003373308109384,15.07271737296335
design-0062,resource_bounded_composed,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,9,0,0.0,0,0.01936474826783625,0.12268459441903914,0.046644265897754555,0.013510134049045424,0.85,0.9270392715628739,True,True,True,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0029593061908989855,3,6,8,9,4,0.7750277853734349,0.4835459757840137,robustness-mobile,Mobile-like,143.6749202197612,45.714747342651286,0.044003373308109384,15.07271737296335
design-0062,adaptive_composed,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,5,0,0.0,0,0.029047122401754374,0.3680537832571174,0.1679193572319164,0.24768579089916615,0.25,0.9656659078779937,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0029593061908989855,7,15,8,15,3,0.7750277853734349,0.4835459757840137,robustness-mobile,Mobile-like,143.6749202197612,45.714747342651286,0.044003373308109384,15.07271737296335
design-0062,adaptive_composed,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",8,0,0.0,0,0.0387294965356725,0.42939608046663696,0.6716774289276656,0.1441080965231512,0.08,1.081545816823353,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0029593061908989855,7,15,8,15,3,0.7750277853734349,0.4835459757840137,robustness-mobile,Mobile-like,143.6749202197612,45.714747342651286,0.044003373308109384,15.07271737296335
design-0062,adaptive_composed,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,22,7,0.25,4,0.29047122401754377,0.2453691888380783,0.27986559538652733,0.07655742627792408,0.22,1.1201724531384725,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0029593061908989855,7,15,8,15,3,0.7750277853734349,0.4835459757840137,robustness-mobile,Mobile-like,143.6749202197612,45.714747342651286,0.044003373308109384,15.07271737296335
design-0062,adaptive_composed,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,92,2,0.35,0,0.077458993071345,0.39259070214092523,0.4104695399002401,0.04503378016348475,0.18,1.1974257257687122,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0029593061908989855,7,15,8,15,3,0.7750277853734349,0.4835459757840137,robustness-mobile,Mobile-like,143.6749202197612,45.714747342651286,0.044003373308109384,15.07271737296335
design-0062,adaptive_composed,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,9,0,0.0,0,0.01936474826783625,0.12268459441903914,0.046644265897754555,0.013510134049045424,0.85,0.9270392715628739,True,True,True,adaptive_composed,Adaptive composed model,True,True,True,True,0.0029593061908989855,7,15,8,15,3,0.7750277853734349,0.4835459757840137,robustness-mobile,Mobile-like,143.6749202197612,45.714747342651286,0.044003373308109384,15.07271737296335
design-0063,classifier_dominant,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,8,0,0.0,0,0.028206953896210748,0.28843128387771066,0.1508678717908584,0.2806315003031657,0.25,0.9385504587428142,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0016195928478555856,0,0,8,6,4,0.8916414450320367,0.8514204654691999,robustness-mobile,Mobile-like,92.48820599475927,29.42806554378704,0.030768959173979628,13.897275096335761
design-0063,classifier_dominant,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",13,0,0.0,0,0.03760927186161433,0.33650316452399576,0.6034714871634336,0.1632765092672964,0.08,1.051176513791952,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0016195928478555856,0,0,8,6,4,0.8916414450320367,0.8514204654691999,robustness-mobile,Mobile-like,92.48820599475927,29.42806554378704,0.030768959173979628,13.897275096335761
